user_id,user_item,
100121281,61803987
100198255,371505655
100198255,209277372
100212013,378787100
100212013,57799007
100212013,401232132
100226515,63285588
100233331,396825443
100329583,125352117
100418662,352885745
100442521,234530675
100442521,57438319
100442521,87030081
100442521,340175205
100442521,96689648
100442521,244784735
100442521,125212556
100442521,266331072
100442521,234530675
100442521,362002225
100492933,345855321
100498063,391794518
100498063,391794518
100498063,280352041
100586848,135331471
100586848,346307693
100586848,17261850
100695202,228384010
100695202,53057426
100695202,371140327
100695202,303682889
100695202,353135841
100695202,53057426
100695202,53057426
100695202,92351162
100695202,228384010
100764094,312594871
100764094,86888170
100764094,151787145
100764094,177382218
100764094,13293438
100764094,159381371
100764607,377529858
100925722,366882456
100925722,366882456
101033902,173739868
101260069,211562602
101260069,396639276
101268049,277762608
101366281,367672869
101444554,86593612
101444554,161155062
101454268,201104559
101490976,190861396
101490976,208991770
101490976,386649463
10150287,314035200
10150287,178390950
10150287,285676030
101760598,102918743
101786713,200018744
101830297,174702907
101847145,354772798
101847145,123380513
101847145,295668291
101847145,267737871
101922121,141024783
101922121,202789777
101922121,376264617
101922121,320777353
101922121,150348069
101922121,229222428
101922121,64111137
101922121,280109799
101970481,129153484
101982646,29517
101982646,55600198
101982646,141924688
102030700,372318596
102094417,282507943
102094417,316180877
102096355,262912084
102096355,57041459
102096355,78371795
102115747,182382838
102139411,25538786
102139411,25538786
102139411,149492690
102139411,186532951
102187372,14291318
10238478,333849847
102415156,157132568
102457792,200121073
102457792,380102237
102457792,200121073
102466261,134765653
102466261,134765653
102466261,192510972
102466261,41692183
102466261,134765653
102466261,360923429
102466261,276802900
102612580,125178648
102616570,86980283
102616570,86330475
102616570,400096301
102616570,46309151
102616570,266917495
102616570,229642435
102616570,250522432
102616570,306374432
102616570,86330475
102616570,235492929
102616570,15854273
102616570,374027379
102616570,48885567
102616570,380179003
102650143,192191023
102650143,166673990
102676297,291686914
102676297,272482949
102721486,348461700
102831484,134674087
102965698,357304882
102965698,390529270
102965698,75147295
103044784,298653441
103044784,298653441
103044784,298653441
103044784,298653441
103147567,291601993
103147567,179136624
103193989,171214518
103215328,35479575
103215328,280387526
103215328,128704254
103215328,376233823
103215328,327185356
103215328,75150043
103304407,198039972
103343899,255729906
103343899,18000789
103465510,33026139
103465510,386926911
103490614,6428045
103490614,122771636
103570426,207400678
103670710,302926752
103670710,192111690
103670710,54679249
103670710,54679249
103670710,326064058
103670710,333552958
103670710,164052699
103670710,309217958
103670710,165959532
103670710,54679249
103670710,325324744
103670710,229048554
103670710,242171385
103670710,50023932
103670710,370825114
103670710,164052699
103670710,326064058
103670710,326064058
103670710,333552958
103670710,54679249
103750921,176556528
103750921,101140330
103750921,134717739
103750921,397086297
103750921,394610918
103750921,107622266
103751368,137127240
103751368,38026503
103751368,305362653
103751368,137127240
103751368,105156296
103751368,108038981
103751368,238434534
103751368,233566323
103751368,137127240
103751368,391719609
103751368,355248121
103751368,268790280
103751368,137127240
103794013,323744975
103809220,826037
103809220,244282086
103809220,388847121
103809220,25595659
103869346,387185356
103869346,54995808
103869346,294918058
103954435,359208026
103954435,372072199
103954435,118385858
103987519,332253691
103995979,194013667
104033521,302613276
104033521,126758786
104127037,151724138
104127037,38975624
104222239,257674015
104256814,362840568
104256814,362840568
104328850,255567718
104393455,364356453
104393455,8906407
104393455,364356453
104393455,137150449
104393455,367866845
104393455,364356453
104428489,393878652
104428489,28185424
104448961,156177449
104457031,378583726
104465491,189389526
104479195,220916431
104479195,296955019
104484472,347685162
104484472,347685162
104492647,230175498
104644609,175963265
104665927,139342408
104742442,101860342
104742442,403818615
104935948,202735759
105003236,310832379
105003236,237356571
105003236,185156108
105003236,310832379
105003236,185156108
105026093,243692490
105110489,55025517
105110489,216863130
105151880,268877621
105284450,239162557
105307832,196921537
10531113,388233376
105315608,145242115
105315608,332141928
105315608,386436338
105315608,31073638
105360272,270739994
105360272,270739994
105360272,221655788
105360272,270739994
105382949,99994695
105382949,99994695
105382949,99994695
105410696,144697349
105482435,8052751
105482435,316474241
105482435,81427663
105618998,338052818
105642857,276074697
105642857,79716828
105706433,99417263
105706433,29568963
105744281,387407887
105792755,227864049
105792755,382358582
105792755,382358582
105792755,382358582
10591638,297897393
105934205,8006
105934205,59853075
105934205,86669782
105934205,85914846
105934205,269320911
105934205,287220832
106035056,345559245
106035056,305490281
106105154,380491177
106105154,193039172
106105154,380491177
106105154,45507969
106105154,353358967
106105154,353358967
106105154,105210242
106105154,105210242
106105154,172799423
106105154,193039172
106105154,97820721
106105154,193039172
106105154,380491177
106105154,175074188
106105154,292203268
106105154,48933072
106105154,193039172
106105154,48933072
106105154,48933072
106105154,296541324
106105154,41440165
106105154,41440165
106105154,353358967
106105154,65702767
106105154,292203268
106105154,262952528
106105154,296541324
106105154,303161263
106105154,125062059
106105154,262952528
106105154,296541324
106117718,104247659
106117718,104247659
106157618,161651124
106206683,9049701
106206683,217514104
106240256,387761794
106240256,278758337
106240256,187422251
106315589,312023026
106315589,49736218
106324856,332692612
106326509,383465545
106508543,240919466
106533248,305628633
106579874,280586198
106579874,152567533
106579874,313962257
106579874,67566031
106579874,57834871
106579874,116553366
106579874,173558663
106579874,163846340
106579874,191202624
106579874,280586198
106579874,57834871
106579874,33042718
106579874,183948499
106579874,57834871
106579874,300232425
106579874,163846340
106579874,57834871
106579874,300232425
106579874,340157165
106579874,152567533
106579874,57384336
106579874,152567533
106579874,313962257
106579874,191202624
10659204,226044505
106669799,352862259
106669799,352862259
106778951,389129871
106778951,116609901
106778951,54375951
106778951,256506746
106903553,248760666
106903553,402158553
106926524,266599694
10695114,346645669
10695114,112739868
10695114,102660835
106960781,161677901
107063684,95883225
107063684,27064361
107063684,189486675
107075849,116886397
107075849,42736183
107075849,341979662
107075849,295853123
107086655,263275168
107086655,354655264
107100014,354111710
10710516,377522804
107166068,188183785
107214401,329979495
107264414,27096722
107264414,27096722
107270936,211694829
107287271,231200593
107363891,170438722
107363891,187727358
107363891,9161004
107363891,176749118
107363891,205490182
107369933,338822260
107369933,338822260
107369933,338822260
107369933,338822260
107398628,185101140
107398628,47134694
107447408,179363807
107447408,24002445
107447693,221843667
107447693,113721742
107447693,221843667
107447693,113721742
107447693,113721742
107525567,156166704
107525567,194849983
107525567,194849983
10752753,50958955
107574734,381141869
107574734,285494689
107574734,24568598
107604134,102752833
107604134,336702499
107618237,182156445
10763160,207975687
107664659,251509131
107713439,196046053
107713439,320041473
107713439,315334265
107713439,283263729
107902802,243170699
107902802,127132351
107902802,172307405
107902802,327186410
107945087,295031823
107947538,96567229
107964866,9305023
108032747,398741679
108034286,301954773
108034286,304446010
108034286,78396261
108034286,311497034
108034286,280292557
108034286,195993872
108034286,338663094
108034286,115113736
108038276,269942921
108049880,145535535
108049880,73862910
108049880,298649846
108049880,264794357
108049880,247906664
108049880,33997152
108049880,179870539
108049880,87332116
108049880,33997152
108049880,105794710
108049880,391626438
108049880,379495252
108049880,239997527
108049880,380118832
108049880,298359190
108049880,246632065
108049880,103457961
108049880,145535535
108049880,44633342
108049880,192651385
108049880,145535535
108049880,331412845
108049880,115385611
108059195,154329566
108059195,296813335
108191114,243504133
108191114,243504133
10823697,222175735
10823697,45578239
108281438,188785144
108281438,332633244
108281438,79049216
108359117,61723179
108359117,252139047
108359117,12755145
108359117,115213906
108359117,135889767
108387650,253551375
108387650,108849831
108456257,357494281
108456257,296740220
108456257,296740220
108480116,302594355
108534929,192114309
108536069,219852356
108536069,219852356
108536069,159209260
108536069,6709343
108541346,288727628
108541346,309244888
108556142,125030404
